,cod_modelo_color,cod_color_code,des_color_specification_esp,des_agrup_color_eng,des_fabric,des_product_category,des_product_aggregated_family,des_product_family,des_product_type,des_filename
4774,53060576-92,92,GRIS,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Wallets & cases,Purse,datathon/images/2019_53060576_92.jpg
4775,51060621-30,30,MARRON,BROWN,K-CIRCULAR,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2019_51060621_30.jpg
4776,51070638-02,02,OFFWHITE,WHITE,K-CIRCULAR,Tops,Tops,Tops,Top,datathon/images/2019_51070638_02.jpg
4777,53060641-99,99,NEGRO,GREY,T-TRICOT,Tops,Sweaters and Cardigans,Cardigans,Cardigan,datathon/images/2019_53060641_99.jpg
4778,53090667-28,28,TERRACOTA,ORANGE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Bags,Handbag,datathon/images/2019_53090667_28.jpg
4779,53000578-BL,BL,BLEACH,BLUE,J-JEANS,Bottoms,Jeans,Jeans,Jeans,datathon/images/2019_53000578_BL.jpg
4780,53030757-02,02,OFFWHITE,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Jewellery,Earrings,datathon/images/2019_53030757_02.jpg
4781,43058831-01,01,BLANCO,WHITE,P-PLANA,Bottoms,Trousers & leggings,Trousers,Trousers,datathon/images/2019_43058831_01.jpg
4782,53080809-OR,OR,ORO,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Jewellery,Earrings,datathon/images/2019_53080809_OR.jpg
4783,53050873-TN,TN,TEJANO NEGRO,GREY,J-JEANS,Bottoms,Skirts and shorts,Skirts,Skirt,datathon/images/2019_53050873_TN.jpg
4784,53023716-49,49,BOTELLA,GREEN,T-TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,datathon/images/2019_53023716_49.jpg
4785,53070966-94,94,GRIS MEDIO VIGORE,GREY,K-CIRCULAR,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2019_53070966_94.jpg
4786,53043749-04,04,MARFIL,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Footwear,Shoes,datathon/images/2019_53043749_04.jpg
4787,51005750-99,99,NEGRO,GREY,P-PLANA,Bottoms,Trousers & leggings,Trousers,Trousers,datathon/images/2019_51005750_99.jpg
4788,51091106-12,12,AMARILLO,YELLOW,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2019_51091106_12.jpg
4789,51005040-52,52,AZUL,BLUE,P-PLANA,Tops,Shirts,Shirt,Blouse,datathon/images/2019_51005040_52.jpg
4790,53063792-99,99,NEGRO,GREY,P-PLANA,Tops,Tops,Tops,Top,datathon/images/2019_53063792_99.jpg
4791,53003799-02,02,OFFWHITE,WHITE,K-CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,datathon/images/2019_53003799_02.jpg
4792,57005936-OR,OR,ORO,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Jewellery,Earrings,datathon/images/2019_57005936_OR.jpg
4793,53103700-TN,TN,TEJANO NEGRO,GREY,J-JEANS,Bottoms,Jeans,Jeans,Jeans,datathon/images/2019_53103700_TN.jpg
4794,57074753-92,92,GRIS,GREY,P-PLANA,Bottoms,Skirts and shorts,Skirts,Skirt,datathon/images/2019_57074753_92.jpg
4795,57035933-70,70,ROJO,RED,P-PLANA,Tops,Shirts,Shirt,Blouse,datathon/images/2019_57035933_70.jpg
4796,57038629-99,99,NEGRO,GREY,L-PIEL,Bottoms,Skirts and shorts,Shorts,Shorts,datathon/images/2019_57038629_99.jpg
4797,57025942-02,02,OFFWHITE,WHITE,K-CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,datathon/images/2019_57025942_02.jpg
4798,57019216-99,99,NEGRO,GREY,K-CIRCULAR,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2019_57019216_99.jpg
4799,67033254-77,77,VINO,RED,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Footwear,Sandals,datathon/images/2020_67033254_77.jpg
4800,47001195-99,99,NEGRO,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Bags,Shoulder bag,datathon/images/2023_47001195_99.jpg
4801,47046312-05,05,CRUDO,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Footwear,Sandals,datathon/images/2023_47046312_05.jpg
4802,47075944-88,88,FUCSIA,PINK,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Bags,Handbag,datathon/images/2023_47075944_88.jpg
4803,47037829-05,05,CRUDO,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Jewellery,Earrings,datathon/images/2023_47037829_05.jpg
4804,47037834-OR,OR,ORO,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Jewellery,Earrings,datathon/images/2023_47037834_OR.jpg
4805,47084435-99,99,NEGRO,GREY,T-TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,datathon/images/2023_47084435_99.jpg
4806,57072503-02,02,OFFWHITE,WHITE,K-CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,datathon/images/2023_57072503_02.jpg
4807,57062506-77,77,VINO,RED,K-CIRCULAR,Tops,Tops,Tops,Top,datathon/images/2023_57062506_77.jpg
4808,57010726-36,36,OLIVA,BROWN,P-PLANA,Tops,Shirts,Shirt,Blouse,datathon/images/2023_57010726_36.jpg
4809,57000205-TN,TN,TEJANO NEGRO,GREY,J-JEANS,Bottoms,Skirts and shorts,Shorts,Shorts,datathon/images/2023_57000205_TN.jpg
4810,57065786-05,05,CRUDO,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,"Hats, scarves and gloves",Scarf,datathon/images/2023_57065786_05.jpg
4811,57054009-75,75,CEREZA,RED,K-CIRCULAR,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2023_57054009_75.jpg
4812,57034415-05,05,CRUDO,WHITE,K-CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,datathon/images/2023_57034415_05.jpg
4813,57075788-99,99,NEGRO,GREY,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2023_57075788_99.jpg
4814,57046309-43,43,VERDE,GREEN,T-TRICOT,Tops,Tops,Tops,Top,datathon/images/2023_57046309_43.jpg
4815,57004432-70,70,ROJO,RED,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Bags,Crossbody bag,datathon/images/2023_57004432_70.jpg
4816,57033814-49,49,BOTELLA,GREEN,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2023_57033814_49.jpg
4817,57085793-37,37,KHAKI,BROWN,T-TRICOT,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2023_57085793_37.jpg
4818,57025807-99,99,NEGRO,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Bags,Crossbody bag,datathon/images/2023_57025807_99.jpg
4819,57056008-31,31,TABACO,BROWN,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Footwear,Ankle Boots,datathon/images/2023_57056008_31.jpg
4820,57077726-01,01,BLANCO,WHITE,K-CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,datathon/images/2023_57077726_01.jpg
4821,57013823-05,05,CRUDO,WHITE,P-PLANA,Tops,Shirts,Shirt,Blouse,datathon/images/2023_57013823_05.jpg
4822,57085807-99,99,NEGRO,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Wallets & cases,Cosmetic bag,datathon/images/2023_57085807_99.jpg
4823,57097728-99,99,NEGRO,GREY,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2023_57097728_99.jpg
4824,57097749-99,99,NEGRO,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Bags,Totes bag,datathon/images/2023_57097749_99.jpg
4825,57008277-TO,TO,TEJANO OSCURO,BLUE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Bags,Shoulder bag,datathon/images/2023_57008277_TO.jpg
4826,57047761-99,99,NEGRO,GREY,P-PLANA,Outerwear,Coats and Parkas,Coats,Coat,datathon/images/2023_57047761_99.jpg
4827,57068278-05,05,CRUDO,WHITE,P-PLANA,Outerwear,Coats and Parkas,Coats,Coat,datathon/images/2023_57068278_05.jpg
4828,43080722-OR,OR,ORO,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Jewellery,Earrings,datathon/images/2019_43080722_OR.jpg
4829,53060518-02,02,OFFWHITE,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Footwear,Sandals,datathon/images/2019_53060518_02.jpg
4830,53080584-02,02,OFFWHITE,WHITE,P-PLANA,Bottoms,Skirts and shorts,Shorts,Shorts,datathon/images/2019_53080584_02.jpg
4831,53040609-CU,CU,CUERO,BROWN,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Bags,Handbag,datathon/images/2019_53040609_CU.jpg
4832,53000626-99,99,NEGRO,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Footwear,Shoes,datathon/images/2019_53000626_99.jpg
4833,53090679-07,07,ARENA,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Belts and Ties,Belt,datathon/images/2019_53090679_07.jpg
4834,53050706-81,81,ROSA PASTEL,PINK,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Wallets & cases,Card holder,datathon/images/2019_53050706_81.jpg
4835,53030819-05,05,CRUDO,WHITE,P-PLANA,Bottoms,Skirts and shorts,Skirts,Skirt,datathon/images/2019_53030819_05.jpg
4836,53055717-99,99,NEGRO,GREY,L-PIEL,Bottoms,Skirts and shorts,Skirts,Skirt,datathon/images/2019_53055717_99.jpg
4837,51043736-99,99,NEGRO,GREY,K-CIRCULAR,Bottoms,Trousers & leggings,Leggings and joggers,Leggings,datathon/images/2019_51043736_99.jpg
4838,53095751-99,99,NEGRO,GREY,P-PLANA,Tops,Shirts,Shirt,Blouse,datathon/images/2019_53095751_99.jpg
4839,53003062-99,99,NEGRO,GREY,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2019_53003062_99.jpg
4840,53055781-OR,OR,ORO,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,"Hats, scarves and gloves",Scarf,datathon/images/2019_53055781_OR.jpg
4841,57095938-70,70,ROJO,RED,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2019_57095938_70.jpg
4842,57037702-43,43,VERDE,GREEN,P-PLANA,Tops,Shirts,Shirt,Shirt,datathon/images/2019_57037702_43.jpg
4843,37095905-56,56,NAVY,BLUE,P-PLANA,Bottoms,Skirts and shorts,Skirts,Skirt,datathon/images/2022_37095905_56.jpg
4844,47037654-99,99,NEGRO,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Bags,Totes bag,datathon/images/2023_47037654_99.jpg
4845,47087105-99,99,NEGRO,GREY,P-PLANA,Bottoms,Trousers & leggings,Trousers,Trousers,datathon/images/2023_47087105_99.jpg
4846,57010039-85,85,ROSA,PINK,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Footwear,Sandals,datathon/images/2023_57010039_85.jpg
4847,47065961-05,05,CRUDO,WHITE,J-JEANS,Bottoms,Jeans,Jeans,Jeans,datathon/images/2023_47065961_05.jpg
4848,57030247-01,01,BLANCO,WHITE,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2023_57030247_01.jpg
4849,57050312-99,99,NEGRO,GREY,T-TRICOT,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2023_57050312_99.jpg
4850,57020363-OR,OR,ORO,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Jewellery,Earrings,datathon/images/2023_57020363_OR.jpg
4851,57042889-99,99,NEGRO,GREY,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2023_57042889_99.jpg
4852,57053802-TN,TN,TEJANO NEGRO,GREY,J-JEANS,Bottoms,Skirts and shorts,Skirts,Skirt,datathon/images/2023_57053802_TN.jpg
4853,57013804-43,43,VERDE,GREEN,P-PLANA,Bottoms,Trousers & leggings,Trousers,Trousers,datathon/images/2023_57013804_43.jpg
4854,57084408-06,06,PIEDRA,WHITE,T-TRICOT,Outerwear,Coats and Parkas,Coats,Coat,datathon/images/2023_57084408_06.jpg
4855,57045789-76,76,GRANATE,RED,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2023_57045789_76.jpg
4856,57000374-20,20,NARANJA,ORANGE,P-PLANA,Bottoms,Skirts and shorts,Shorts,Shorts,datathon/images/2023_57000374_20.jpg
4857,57025986-99,99,NEGRO,GREY,L-PIEL,Bottoms,Skirts and shorts,Skirts,Skirt,datathon/images/2023_57025986_99.jpg
4858,57055801-37,37,KHAKI,BROWN,K-CIRCULAR,Bottoms,Trousers & leggings,Trousers,Trousers,datathon/images/2023_57055801_37.jpg
4859,57006013-OR,OR,ORO,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Jewellery,Earrings,datathon/images/2023_57006013_OR.jpg
4860,57076008-80,80,NUDE,PINK,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Footwear,Sandals,datathon/images/2023_57076008_80.jpg
4861,57067720-99,99,NEGRO,GREY,P-PLANA,Bottoms,Skirts and shorts,Skirts,Skirt,datathon/images/2023_57067720_99.jpg
4862,57068267-99,99,NEGRO,GREY,P-PLANA,Outerwear,Jackets and Blazers,Blazers,Blazer,datathon/images/2023_57068267_99.jpg
4863,57056018-01,01,BLANCO,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Jewellery,Necklace,datathon/images/2023_57056018_01.jpg
4864,57067732-99,99,NEGRO,GREY,K-CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,datathon/images/2023_57067732_99.jpg
4865,57086024-43,43,VERDE,GREEN,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2023_57086024_43.jpg
4866,57039111-94,94,GRIS MEDIO VIGORE,GREY,T-TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,datathon/images/2023_57039111_94.jpg
4867,57027759-85,85,ROSA,PINK,K-CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,datathon/images/2023_57027759_85.jpg
4868,43039053-02,02,OFFWHITE,WHITE,P-PLANA,Tops,Shirts,Shirt,Shirt,datathon/images/2019_43039053_02.jpg
4869,53070610-08,08,BEIGE,WHITE,K-CIRCULAR,Tops,Tops,Tops,Top,datathon/images/2019_53070610_08.jpg
4870,53060592-12,12,AMARILLO,YELLOW,P-PLANA,Tops,Shirts,Shirt,Blouse,datathon/images/2019_53060592_12.jpg
4871,51013730-56,56,NAVY,BLUE,P-PLANA,Bottoms,Trousers & leggings,Trousers,Trousers,datathon/images/2019_51013730_56.jpg
4872,53083039-06,06,PIEDRA,WHITE,K-CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,datathon/images/2019_53083039_06.jpg
4873,53010991-37,37,KHAKI,BROWN,K-CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,datathon/images/2019_53010991_37.jpg
4874,53093746-TO,TO,TEJANO OSCURO,BLUE,P-PLANA,Bottoms,Skirts and shorts,Skirts,Skirt,datathon/images/2019_53093746_TO.jpg
4875,53023759-32,32,CHOCOLATE,BROWN,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Footwear,Ankle Boots,datathon/images/2019_53023759_32.jpg
4876,51025734-30,30,MARRON,BROWN,P-PLANA,Bottoms,Trousers & leggings,Trousers,Trousers,datathon/images/2019_51025734_30.jpg
4877,53093762-OR,OR,ORO,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Jewellery,Necklace,datathon/images/2019_53093762_OR.jpg
4878,53005741-09,09,CAMEL,WHITE,P-PLANA,Bottoms,Trousers & leggings,Trousers,Trousers,datathon/images/2019_53005741_09.jpg
4879,53047676-36,36,OLIVA,BROWN,P-PLANA,Outerwear,Coats and Parkas,Parkas,Parka,datathon/images/2019_53047676_36.jpg
4880,51075762-99,99,NEGRO,GREY,K-CIRCULAR,Tops,Sweaters and Cardigans,Sweatshirts,Sweatshirt,datathon/images/2019_51075762_99.jpg
4881,57067878-70,70,ROJO,RED,P-PLANA,Outerwear,Jackets and Blazers,Blazers,Blazer,datathon/images/2019_57067878_70.jpg
4882,57005654-79,79,CALDERO,RED,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2019_57005654_79.jpg
4883,57045924-99,99,NEGRO,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Bags,Handbag,datathon/images/2019_57045924_99.jpg
4884,57046704-74,74,FRESA,RED,T-TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,datathon/images/2019_57046704_74.jpg
4885,57017687-91,91,GRIS CLARO VIGORE,GREY,T-TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,datathon/images/2019_57017687_91.jpg
4886,57949208-92,92,GRIS,GREY,K-CIRCULAR,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2019_57949208_92.jpg
4887,47095651-02,02,OFFWHITE,WHITE,P-PLANA,Tops,Shirts,Shirt,Shirt,datathon/images/2023_47095651_02.jpg
4888,47033271-TM,TM,TEJANO MEDIO,BLUE,J-JEANS,Bottoms,Jeans,Jeans,Jeans,datathon/images/2023_47033271_TM.jpg
4889,47055145-99,99,NEGRO,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Footwear,Sandals,datathon/images/2023_47055145_99.jpg
4890,57010014-37,37,KHAKI,BROWN,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Footwear,Sandals,datathon/images/2023_57010014_37.jpg
4891,47097113-01,01,BLANCO,WHITE,K-CIRCULAR,Tops,Tops,Tops,Top,datathon/images/2023_47097113_01.jpg
4892,57050077-40,40,VERDE PASTEL,GREEN,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Jewellery,Earrings,datathon/images/2023_57050077_40.jpg
4893,57012509-99,99,NEGRO,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Glasses,Sunglasses,datathon/images/2023_57012509_99.jpg
4894,57023725-09,09,CAMEL,WHITE,P-PLANA,Outerwear,Coats and Parkas,Trenchcoats,Trenchcoat,datathon/images/2023_57023725_09.jpg
4895,57050101-52,52,AZUL,BLUE,J-JEANS,Bottoms,Trousers & leggings,Trousers,Trousers,datathon/images/2023_57050101_52.jpg
4896,57050253-05,05,CRUDO,WHITE,T-TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,datathon/images/2023_57050253_05.jpg
4897,57030260-83,83,ROSA PALO,PINK,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Wallets & cases,Case,datathon/images/2023_57030260_83.jpg
4898,57062510-02,02,OFFWHITE,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Bags,Crossbody bag,datathon/images/2023_57062510_02.jpg
4899,47029028-02,02,OFFWHITE,WHITE,P-PLANA,Bottoms,Skirts and shorts,Shorts,Shorts,datathon/images/2023_47029028_02.jpg
4900,57010764-99,99,NEGRO,GREY,K-CIRCULAR,Bottoms,Trousers & leggings,Trousers,Trousers,datathon/images/2023_57010764_99.jpg
4901,57012002-30,30,MARRON,BROWN,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Bags,Crossbody bag,datathon/images/2023_57012002_30.jpg
4902,57000422-40,40,VERDE PASTEL,GREEN,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Jewellery,Hairclip,datathon/images/2023_57000422_40.jpg
4903,57010898-01,01,BLANCO,WHITE,K-CIRCULAR,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2023_57010898_01.jpg
4904,57010450-88,88,FUCSIA,PINK,P-PLANA,Bottoms,Skirts and shorts,Shorts,Shorts,datathon/images/2023_57010450_88.jpg
4905,57023798-56,56,NAVY,BLUE,T-TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,datathon/images/2023_57023798_56.jpg
4906,57001083-07,07,ARENA,WHITE,K-CIRCULAR,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2023_57001083_07.jpg
4907,57031170-PL,PL,PLATA,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Footwear,Sandals,datathon/images/2023_57031170_PL.jpg
4908,57075792-01,01,BLANCO,WHITE,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Jumpsuit,Jumpsuit,datathon/images/2023_57075792_01.jpg
4909,57076308-99,99,NEGRO,GREY,T-TRICOT,Tops,Sweaters and Cardigans,Cardigans,Cardigan,datathon/images/2023_57076308_99.jpg
4910,57094032-CU,CU,CUERO,BROWN,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Bags,Crossbody bag,datathon/images/2023_57094032_CU.jpg
4911,57004054-PL,PL,PLATA,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Jewellery,Earrings,datathon/images/2023_57004054_PL.jpg
4912,57054427-99,99,NEGRO,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Footwear,Ankle Boots,datathon/images/2023_57054427_99.jpg
4913,57053821-88,88,FUCSIA,PINK,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2023_57053821_88.jpg
4914,57093820-05,05,CRUDO,WHITE,P-PLANA,Tops,Tops,Tops,Top,datathon/images/2023_57093820_05.jpg
4915,57087744-01,01,BLANCO,WHITE,K-CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,datathon/images/2023_57087744_01.jpg
4916,57047903-99,99,NEGRO,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Footwear,Shoes,datathon/images/2023_57047903_99.jpg
4917,67010361-PL,PL,PLATA,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Jewellery,Earrings,datathon/images/2024_67010361_PL.jpg
4918,57053276-08,08,BEIGE,WHITE,P-PLANA,Outerwear,Jackets and Blazers,Jackets,Poncho,datathon/images/2023_57053276_08.jpg
4919,57073276-20,20,NARANJA,ORANGE,P-PLANA,Bottoms,Trousers & leggings,Trousers,Trousers,datathon/images/2023_57073276_20.jpg
4920,57009098-91,91,GRIS CLARO VIGORE,GREY,T-TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,datathon/images/2023_57009098_91.jpg
4921,43087016-99,99,NEGRO,GREY,P-PLANA,Tops,Shirts,Shirt,Blouse,datathon/images/2019_43087016_99.jpg
4922,43005028-87,87,CORAL,PINK,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Jewellery,Earrings,datathon/images/2019_43005028_87.jpg
4923,53083023-30,30,MARRON,BROWN,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2019_53083023_30.jpg
4924,44015036-42,42,MANZANA,GREEN,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Footwear,Sandals,datathon/images/2019_44015036_42.jpg
4925,53060602-TO,TO,TEJANO OSCURO,BLUE,J-JEANS,Bottoms,Skirts and shorts,Skirts,Skirt,datathon/images/2019_53060602_TO.jpg
4926,51060638-14,14,LIMA,YELLOW,K-CIRCULAR,Bottoms,Skirts and shorts,Skirts,Skirt,datathon/images/2019_51060638_14.jpg
4927,53070640-OR,OR,ORO,WHITE,T-TRICOT,Tops,Sweaters and Cardigans,Cardigans,Cardigan,datathon/images/2019_53070640_OR.jpg
4928,53010823-20,20,NARANJA,ORANGE,K-CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,datathon/images/2019_53010823_20.jpg
4929,53080868-50,50,CELESTE,BLUE,T-TRICOT,Tops,T-shirts,Poloshirts,Poloshirt,datathon/images/2019_53080868_50.jpg
4930,53010924-14,14,LIMA,YELLOW,K-CIRCULAR,Tops,Tops,Tops,Top,datathon/images/2019_53010924_14.jpg
4931,51000943-30,30,MARRON,BROWN,P-PLANA,Tops,Shirts,Shirt,Blouse,datathon/images/2019_51000943_30.jpg
4932,51045734-99,99,NEGRO,GREY,K-CIRCULAR,Outerwear,Coats and Parkas,Coats,Coat,datathon/images/2019_51045734_99.jpg
4933,53025737-02,02,OFFWHITE,WHITE,P-PLANA,Tops,Shirts,Shirt,Blouse,datathon/images/2019_53025737_02.jpg
4934,51045738-99,99,NEGRO,GREY,P-PLANA,Bottoms,Skirts and shorts,Skirts,Skirt,datathon/images/2019_51045738_99.jpg
4935,53065020-09,09,CAMEL,WHITE,P-PLANA,Outerwear,Jackets and Blazers,Jackets,Jacket,datathon/images/2019_53065020_09.jpg
4936,53083784-02,02,OFFWHITE,WHITE,K-CIRCULAR,Tops,Sweaters and Cardigans,Sweatshirts,Sweatshirt,datathon/images/2019_53083784_02.jpg
4937,53095754-02,02,OFFWHITE,WHITE,P-PLANA,Tops,Shirts,Shirt,Blouse,datathon/images/2019_53095754_02.jpg
4938,53005738-99,99,NEGRO,GREY,P-PLANA,Bottoms,Trousers & leggings,Trousers,Trousers,datathon/images/2019_53005738_99.jpg
4939,51075034-99,99,NEGRO,GREY,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2019_51075034_99.jpg
4940,57095902-15,15,MOSTAZA,YELLOW,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Bags,Handbag,datathon/images/2019_57095902_15.jpg
4941,53127741-OR,OR,ORO,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Footwear,Sandals,datathon/images/2019_53127741_OR.jpg
4942,57017687-99,99,NEGRO,GREY,T-TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,datathon/images/2019_57017687_99.jpg
4943,57045929-92,92,GRIS,GREY,K-CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,datathon/images/2019_57045929_92.jpg
4944,57014004-28,28,TERRACOTA,ORANGE,P-PLANA,Bottoms,Trousers & leggings,Trousers,Trousers,datathon/images/2019_57014004_28.jpg
4945,57009222-99,99,NEGRO,GREY,K-CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,datathon/images/2019_57009222_99.jpg
4946,47040358-OR,OR,ORO,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Jewellery,Earrings,datathon/images/2023_47040358_OR.jpg
4947,47001195-02,02,OFFWHITE,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Bags,Shoulder bag,datathon/images/2023_47001195_02.jpg
4948,47035849-01,01,BLANCO,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Jewellery,Earrings,datathon/images/2023_47035849_01.jpg
4949,47055863-68,68,MALVA,PURPLE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Wallets & cases,Wallet,datathon/images/2023_47055863_68.jpg
